OPEID,Name,Address,City,State,State Desc,Zip Code,Zip Ext,ProgLength,SchoolType,Year 1,"Dual
Num 1","Dual
Denom 1",DRate 1,PRate 1,EthnicCode,Program,Cong Dis,Region,Year 2,"Dual
Num 2","Dual
Denom 2",DRate 2,PRate 2,Year 3,"Dual
Num 3","Dual
Denom 3",DRate 3,PRate 3
001156,SONOMA STATE UNIVERSITY                                          ,1801 EAST COTATI AVENUE                           ,ROHNERT PARK        ,CA,CALIFORNIA                                                  ,94928,3609,8,1,2014,56,1747,3.2,A,5,D,06      ,09,2013,63,1594,3.9,A,2012,56,1561,3.5,A
001157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS                          ",ONE UNIVERSITY CIRCLE                             ,TURLOCK             ,CA,CALIFORNIA                                                  ,95382,0299,8,1,2014,113,1993,5.6,A,3,D,19      ,09,2013,87,1921,4.5,A,2012,100,1768,5.6,A
001161,CERRITOS COMMUNITY COLLEGE                                       ,11110 ALONDRA BOULEVARD                           ,NORWALK             ,CA,CALIFORNIA                                                  ,90650,6296,5,1,2014,140,655,21.3,A,3,D,39      ,09,2013,109,575,18.9,A,2012,83,484,17.1,A
001162,CHABOT COLLEGE                                                   ,25555 HESPERIAN BOULEVARD                         ,HAYWARD             ,CA,CALIFORNIA                                                  ,94545,2400,5,1,2014,45,262,17.1,A,5,D,13      ,09,2013,39,265,14.7,A,2012,71,353,20.1,A
001163,CHAFFEY COMMUNITY COLLEGE                                        ,5885 HAVEN AVENUE                                 ,RANCHO CUCAMONGA    ,CA,CALIFORNIA                                                  ,91737,9400,5,1,2014,12,80,15.0,A,3,D,26      ,09,2013,13,122,10.6,A,2012,22,215,10.2,A
001164,CHAPMAN UNIVERSITY                                               ,ONE UNIVERSITY DRIVE                              ,ORANGE              ,CA,CALIFORNIA                                                  ,92866,1099,8,2,2014,62,1873,3.3,A,5,D,40      ,09,2013,61,2242,2.7,A,2012,79,3365,2.3,A
001165,CHURCH DIVINITY SCHOOL OF THE PACIFIC                            ,2451 RIDGE ROAD                                   ,BERKELEY            ,CA,CALIFORNIA                                                  ,94709,1217,8,2,2014,1,44,2.2,B,5,D,09      ,09,2013,2,48,4.1,B,2012,3,59,5.0,B
001166,CITRUS COMMUNITY COLLEGE                                         ,1000 WEST FOOTHILL BOULEVARD                      ,GLENDORA            ,CA,CALIFORNIA                                                  ,91741,1899,5,1,2014,53,310,17.0,A,3,D,26      ,09,2013,38,270,14.0,A,2012,53,315,16.8,A
001169,CLAREMONT GRADUATE UNIVERSITY                                    ,170 EAST 10TH STREET                              ,CLAREMONT           ,CA,CALIFORNIA                                                  ,91711,6163,8,2,2014,15,477,3.1,A,5,D,26      ,09,2013,9,472,1.9,A,2012,19,487,3.9,A
001170,CLAREMONT MCKENNA COLLEGE                                        ,500 EAST NINTH STREET                             ,CLAREMONT           ,CA,CALIFORNIA                                                  ,91711,6400,8,2,2014,0,56,0.0,A,5,D,26      ,09,2013,0,63,0.0,A,2012,0,64,0.0,A
001171,HARVEY MUDD COLLEGE                                              ,301 PLATT BOULEVARD                               ,CLAREMONT           ,CA,CALIFORNIA                                                  ,91711,5990,6,2,2014,0,141,0.0,A,5,D,26      ,09,2013,1,134,0.7,A,2012,0,124,0.0,A
001172,PITZER COLLEGE                                                   ,1050 NORTH MILLS AVENUE                           ,CLAREMONT           ,CA,CALIFORNIA                                                  ,91711,6101,6,2,2014,2,136,1.4,A,5,D,26      ,09,2013,2,131,1.5,A,2012,4,120,3.3,A
001173,POMONA COLLEGE                                                   ,550 NORTH COLLEGE AVENUE                          ,CLAREMONT           ,CA,CALIFORNIA                                                  ,91711,6301,6,2,2014,0,64,0.0,A,5,D,26      ,09,2013,1,57,1.7,A,2012,0,69,0.0,A
001174,SCRIPPS COLLEGE                                                  ,1030 COLUMBIA AVENUE                              ,CLAREMONT           ,CA,CALIFORNIA                                                  ,91711,3948,6,2,2014,0,104,0.0,A,5,D,26      ,09,2013,1,104,0.9,A,2012,3,104,2.8,A
001176,WEST HILLS COMMUNITY COLLEGE                                     ,300 CHERRY LANE                                   ,COALINGA            ,CA,CALIFORNIA                                                  ,93210,1399,5,1,2014,45,182,24.7,P,3,D,20      ,09,2013,37,158,23.4,P,2012,49,168,29.1,P
001177,COGSWELL POLYTECHNICAL COLLEGE                                   ,191 BAYPOINTE PARKWAY                             ,SAN JOSE            ,CA,CALIFORNIA                                                  ,95134,1697,8,3,2014,13,99,13.1,A,5,D,12      ,09,2013,4,71,5.6,A,2012,4,63,6.3,A
001178,COLLEGE OF MARIN                                                 ,835 COLLEGE AVENUE                                ,KENTFIELD           ,CA,CALIFORNIA                                                  ,94904,2590,5,1,2014,91,389,23.3,A,5,D,06      ,09,2013,116,425,27.2,A,2012,82,320,25.6,A
001179,NOTRE DAME DE NAMUR UNIVERSITY                                   ,1500 RALSTON AVENUE                               ,BELMONT             ,CA,CALIFORNIA                                                  ,94002,1997,8,2,2014,29,595,4.8,A,5,D,14      ,09,2013,27,520,5.1,A,2012,17,488,3.4,A
001181,COLLEGE OF SAN MATEO                                             ,1700 WEST HILLSDALE BOULEVARD                     ,SAN MATEO           ,CA,CALIFORNIA                                                  ,94402,3784,5,1,2014,9,87,10.3,A,5,D,12      ,09,2013,14,83,16.8,A,2012,8,79,10.1,A
001182,COLLEGE OF THE DESERT                                            ,43-500 MONTEREY AVENUE                            ,PALM DESERT         ,CA,CALIFORNIA                                                  ,92260,9305,5,1,2014,55,229,24.0,A,3,D,45      ,09,2013,47,208,22.5,A,2012,27,151,17.8,A
001183,HOLY NAMES UNIVERSITY                                            ,3500 MOUNTAIN BOULEVARD                           ,OAKLAND             ,CA,CALIFORNIA                                                  ,94619,1699,8,2,2014,38,457,8.3,P,5,D,09      ,09,2013,26,421,6.1,P,2012,15,381,3.9,P
001185,COLLEGE OF THE REDWOODS                                          ,7351 TOMPKINS HILL ROAD                           ,EUREKA              ,CA,CALIFORNIA                                                  ,95501,9300,5,1,2014,50,356,14.0,A,5,D,01      ,09,2013,96,422,22.7,A,2012,112,469,23.8,A
001186,COLLEGE OF THE SEQUOIAS                                          ,915 SOUTH MOONEY BOULEVARD                        ,VISALIA             ,CA,CALIFORNIA                                                  ,93277,2234,5,1,2014,40,190,21.0,A,3,D,21      ,09,2013,31,182,17.0,A,2012,30,167,17.9,A
001187,COLLEGE OF THE SISKIYOUS                                         ,800 COLLEGE AVENUE                                ,WEED                ,CA,CALIFORNIA                                                  ,96094,2899,5,1,2014,77,328,23.4,A,5,D,02      ,09,2013,88,383,22.9,A,2012,100,352,28.4,A
001190,CONTRA COSTA COLLEGE                                             ,2600 MISSION BELL DRIVE                           ,SAN PABLO           ,CA,CALIFORNIA                                                  ,94806,3195,5,1,2014,26,127,20.4,A,5,D,07      ,09,2013,37,166,22.2,A,2012,39,154,25.3,A
001191,DIABLO VALLEY COLLEGE                                            ,321 GOLF CLUB ROAD                                ,PLEASANT HILL       ,CA,CALIFORNIA                                                  ,94523,1544,5,1,2014,23,180,12.7,A,5,D,10      ,09,2013,17,157,10.8,A,2012,15,128,11.7,A
001192,CUESTA COLLEGE                                                   ,HIGHWAY 1                                         ,SAN LUIS OBISPO     ,CA,CALIFORNIA                                                  ,93403,8106,5,1,2014,53,389,13.6,A,5,D,23      ,09,2013,42,451,9.3,A,2012,45,408,11.0,A
001193,CYPRESS COLLEGE                                                  ,9200 VALLEY VIEW STREET                           ,CYPRESS             ,CA,CALIFORNIA                                                  ,90630,5897,6,1,2014,58,373,15.5,A,5,D,40      ,09,2013,65,371,17.5,A,2012,89,482,18.4,A
001196,DOMINICAN UNIVERSITY OF CALIFORNIA                               ,50 ACACIA AVENUE                                  ,SAN RAFAEL          ,CA,CALIFORNIA                                                  ,94901,2298,8,2,2014,35,661,5.2,A,5,D,06      ,09,2013,26,610,4.2,A,2012,17,622,2.7,A
001197,EL CAMINO COLLEGE                                                ,16007 CRENSHAW BOULEVARD                          ,TORRANCE            ,CA,CALIFORNIA                                                  ,90506,0002,5,1,2014,91,426,21.3,P,3,D,35      ,09,2013,83,421,19.7,P,2012,71,423,16.7,P
001199,FOOTHILL COLLEGE                                                 ,12345 EL MONTE ROAD                               ,LOS ALTOS HILLS     ,CA,CALIFORNIA                                                  ,94022,4597,6,1,2014,104,582,17.8,A,5,D,14      ,09,2013,94,470,20.0,A,2012,54,400,13.5,A
001200,FULLER THEOLOGICAL SEMINARY                                      ,135 NORTH OAKLAND AVENUE                          ,PASADENA            ,CA,CALIFORNIA                                                  ,91182,0002,8,2,2014,9,478,1.8,A,5,D,29      ,09,2013,9,533,1.6,A,2012,8,517,1.5,A
001201,FULLERTON COLLEGE                                                ,321 EAST CHAPMAN AVENUE                           ,FULLERTON           ,CA,CALIFORNIA                                                  ,92832,2095,5,1,2014,136,517,26.3,A,3,D,40      ,09,2013,89,496,17.9,A,2012,75,486,15.4,A
001202,GAVILAN COLLEGE                                                  ,5055 SANTA TERESA BOULEVARD                       ,GILROY              ,CA,CALIFORNIA                                                  ,95020,9599,5,1,2014,28,176,15.9,A,3,D,15      ,09,2013,61,223,27.3,A,2012,59,211,27.9,A
001203,GLENDALE COMMUNITY COLLEGE                                       ,1500 NORTH VERDUGO ROAD                           ,GLENDALE            ,CA,CALIFORNIA                                                  ,91208,2894,5,1,2014,41,396,10.3,A,5,D,29      ,09,2013,22,249,8.8,A,2012,23,240,9.5,A
001205,GOLDEN GATE UNIVERSITY                                           ,536 MISSION STREET                                ,SAN FRANCISCO       ,CA,CALIFORNIA                                                  ,94105,2967,8,2,2014,27,857,3.1,A,5,D,08      ,09,2013,19,907,2.0,A,2012,19,908,2.0,A
001206,GOLDEN WEST COLLEGE                                              ,15744 GOLDEN WEST STREET                          ,HUNTINGTON BEACH    ,CA,CALIFORNIA                                                  ,92647,2748,5,1,2014,36,268,13.4,A,5,D,46      ,09,2013,27,272,9.9,A,2012,28,236,11.8,A
001207,GRADUATE THEOLOGICAL UNION                                       ,2400 RIDGE ROAD                                   ,BERKELEY            ,CA,CALIFORNIA                                                  ,94709,1212,8,2,2014,0,44,0.0,A,5,D,09      ,09,2013,1,82,1.2,B,2012,1,78,1.2,B
001208,GROSSMONT COLLEGE                                                ,8800 GROSSMONT COLLEGE DRIVE                      ,EL CAJON            ,CA,CALIFORNIA                                                  ,92020,1799,5,1,2014,58,384,15.1,A,5,D,52      ,09,2013,57,433,13.1,A,2012,59,378,15.6,A
001209,HARTNELL COMMUNITY COLLEGE                                       ,411 CENTRAL AVENUE                                ,SALINAS             ,CA,CALIFORNIA                                                  ,93901,1697,5,1,2014,11,44,25.0,A,3,D,17      ,09,2013,30,106,28.3,A,2012,9,44,20.4,A
001212,HUMPHREYS UNIVERSITY                                             ,6650 INGLEWOOD AVENUE                             ,STOCKTON            ,CA,CALIFORNIA                                                  ,95207,3896,8,2,2014,43,471,9.1,A,5,D,11      ,09,2013,55,559,9.8,A,2012,57,551,10.3,A
001215,LA SIERRA UNIVERSITY                                             ,4500 RIVERWALK PARKWAY                            ,RIVERSIDE           ,CA,CALIFORNIA                                                  ,92515,3332,8,2,2014,31,727,4.2,A,5,D,44      ,09,2013,24,631,3.8,A,2012,35,617,5.6,A
001216,UNIVERSITY OF LA VERNE                                           ,1950 3RD STREET                                   ,LA VERNE            ,CA,CALIFORNIA                                                  ,91750,4443,8,2,2014,112,2429,4.6,A,3,D,26      ,09,2013,88,2348,3.7,A,2012,90,2350,3.8,A
001217,LASSEN COLLEGE                                                   ,478-200 HIGHWAY 139                               ,SUSANVILLE          ,CA,CALIFORNIA                                                  ,96130,3000,5,1,2014,25,115,21.7,A,5,D,04      ,09,2013,29,132,21.9,A,2012,43,133,32.3,A
001218,LOMA LINDA UNIVERSITY                                            ,11139 ANDERSON STREET                             ,LOMA LINDA          ,CA,CALIFORNIA                                                  ,92350,0001,8,2,2014,18,1182,1.5,P,5,D,41      ,09,2013,9,1192,0.7,P,2012,20,1204,1.6,P
001219,LONG BEACH CITY COLLEGE                                          ,4901 EAST CARSON STREET                           ,LONG BEACH          ,CA,CALIFORNIA                                                  ,90808,1780,5,1,2014,306,1090,28.0,A,3,D,37      ,09,2013,277,1116,24.8,A,2012,285,1174,24.2,A
001220,MASTER'S UNIVERSITY AND SEMINARY (THE)                           ,21726 PLACERITA CANYON ROAD                       ,SANTA CLARITA       ,CA,CALIFORNIA                                                  ,91321,1200,8,2,2014,12,345,3.4,A,5,D,25      ,09,2013,10,331,3.0,A,2012,9,342,2.6,A
001223,LOS ANGELES CITY COLLEGE                                         ,855 NORTH VERMONT AVENUE                          ,LOS ANGELES         ,CA,CALIFORNIA                                                  ,90029,3588,5,1,2014,134,700,19.1,A,3,D,31      ,09,2013,131,640,20.4,A,2012,147,597,24.6,A
001224,LOS ANGELES HARBOR COLLEGE                                       ,1111 FIGUEROA PLACE                               ,WILMINGTON          ,CA,CALIFORNIA                                                  ,90744,2397,5,1,2014,23,119,19.3,P,3,D,36      ,09,2013,22,119,18.4,P,2012,24,112,21.4,P
